,codigo_iccs,subtipo_objeto_robado,nombre_objeto,cantidad,calibre,clase_arma,calidad_de,fabricacion,fecha_evento,hora_evento,tipo_lugar,lugar,codigo_zona,codigo_distrito,codigo_circuito,codigo_subcircuito,nombre_zona,nombre_distrito,nombre_circuito,nombre_subcircuito,codigo_provincia,codigo_canton,codigo_parroquia,nombre_provincia,nombre_canton,nombre_parroquia,tipo_delito
388,05.15.001,ARMAS DE FOGUEO,PISTOLA,1,9 mm,AUTOMÁTICO,INCAUTADA,IMPORTADA,15/1/2024,1:50,UNIDADES DE REACCIÓN Y EMERGENCIA,POLICÍA NACIONAL,ZONA 4,23D03,23D03C01,23D03C01S03,ZONA 4,LA CONCORDIA,CONCORDIA NORTE,CONCORDIA NORTE 3,23,808,80850,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,LA CONCORDIA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
389,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.22,TIRO A TIRO,ABANDONADO,ARTESANAL,14/1/2024,18:40,ÁREAS DE ACCESO PUBLICO,PARQUE Y PLAZA,ZONA 8,09D01,09D01C05,09D01C05S01,ZONA 8,SUR,CENTENARIO,CENTENARIO 1,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
390,05.02.013,ARMA DE FUEGO,PISTOLAS,1,.32,SEMI AUTOMÁTICO,RETENIDO,ARTESANAL,15/1/2024,7:00,VIVIENDA/ALOJAMIENTO,CASA/VILLA,ZONA 5,24D01,24D01C01,24D01C01S01,ZONA 5,SANTA ELENA,CHANDUY,CHANDUY 1,24,2401,240153,SANTA ELENA,SANTA ELENA,CHANDUY,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
391,05.15.002,ARMAS DE FOGUEO,REVOLVER,1,.38,TIRO A TIRO,RETENIDO,ARTESANAL,15/1/2024,9:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 8,09D03,09D03C02,09D03C02S03,ZONA 8,9 DE OCTUBRE,VICTORIA,VICTORIA 3,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
392,05.15.001,ARMAS DE FOGUEO,PISTOLA,1,9 mm,SE DESCONOCE,APREHENDIDO,IMPORTADA,15/1/2024,10:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 4,13D03,13D03C02,13D03C02S01,ZONA 4,JIPIJAPA,SAN VICENTE,SAN VICENTE 1,13,1306,130650,MANABI,JIPIJAPA,JIPIJAPA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
393,05.02.008,ARMA DE FUEGO,FUSILES,1,223(5.56 mm),AUTOMÁTICO,APREHENDIDO,IMPORTADA,14/1/2024,20:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 6,01D02,01D02C14,01D02C14S01,ZONA 6,CUENCA SUR,TURI,TURI 1,1,101,10169,AZUAY,CUENCA,TURI,DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
394,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,14/1/2024,22:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 3,16D01,16D01C01,16D01C01S02,ZONA 3,PASTAZA,PUYO SUR,PUYO SUR 2,16,1601,160150,PASTAZA,PASTAZA,PUYO,DELITO
395,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.32,TIRO A TIRO,APREHENDIDO,IMPORTADA,14/1/2024,22:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 3,16D01,16D01C01,16D01C01S02,ZONA 3,PASTAZA,PUYO SUR,PUYO SUR 2,16,1601,160150,PASTAZA,PASTAZA,PUYO,DELITO
396,05.02.006,ARMA DE FUEGO,CARTUCHERAS,1,OTRO,SE DESCONOCE,APREHENDIDO,ARTESANAL,15/1/2024,8:30,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 5,24D01,24D01C01,24D01C01S01,ZONA 5,SANTA ELENA,CHANDUY,CHANDUY 1,24,2401,240153,SANTA ELENA,SANTA ELENA,CHANDUY,DELITOS CONTRA LA SEGURIDAD PÚBLICA
397,05.02.006,ARMA DE FUEGO,CARTUCHERAS,1,OTRO,TIRO A TIRO,APREHENDIDO,ARTESANAL,15/1/2024,13:00,VIVIENDA/ALOJAMIENTO,CASA/VILLA,ZONA 5,12D06,12D06C07,12D06C07S01,ZONA 5,BUENA FE,LA NUEVA UNION,LA NUEVA UNION 1,12,1211,121150,LOS RIOS,VALENCIA,VALENCIA,TERRORISMO Y SU FINANCIACIÓN
398,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.32,TIRO A TIRO,APREHENDIDO,IMPORTADA,15/1/2024,13:00,VIVIENDA/ALOJAMIENTO,CASA/VILLA,ZONA 5,12D06,12D06C07,12D06C07S01,ZONA 5,BUENA FE,LA NUEVA UNION,LA NUEVA UNION 1,12,1211,121150,LOS RIOS,VALENCIA,VALENCIA,TERRORISMO Y SU FINANCIACIÓN
399,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,15/1/2024,13:00,VIVIENDA/ALOJAMIENTO,CASA/VILLA,ZONA 5,12D06,12D06C07,12D06C07S01,ZONA 5,BUENA FE,LA NUEVA UNION,LA NUEVA UNION 1,12,1211,121150,LOS RIOS,VALENCIA,VALENCIA,TERRORISMO Y SU FINANCIACIÓN
400,05.02.016,ARMA DE FUEGO,RIFLES,1,OTRO,TIRO A TIRO,APREHENDIDO,IMPORTADA,15/1/2024,13:00,VIVIENDA/ALOJAMIENTO,CASA/VILLA,ZONA 5,12D06,12D06C07,12D06C07S01,ZONA 5,BUENA FE,LA NUEVA UNION,LA NUEVA UNION 1,12,1211,121150,LOS RIOS,VALENCIA,VALENCIA,TERRORISMO Y SU FINANCIACIÓN
401,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,APREHENDIDO,ARTESANAL,15/1/2024,13:00,VIVIENDA/ALOJAMIENTO,CASA/VILLA,ZONA 5,12D06,12D06C07,12D06C07S01,ZONA 5,BUENA FE,LA NUEVA UNION,LA NUEVA UNION 1,12,1211,121150,LOS RIOS,VALENCIA,VALENCIA,TERRORISMO Y SU FINANCIACIÓN
402,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,APREHENDIDO,IMPORTADA,15/1/2024,13:00,VIVIENDA/ALOJAMIENTO,CASA/VILLA,ZONA 5,12D06,12D06C07,12D06C07S01,ZONA 5,BUENA FE,LA NUEVA UNION,LA NUEVA UNION 1,12,1211,121150,LOS RIOS,VALENCIA,VALENCIA,TERRORISMO Y SU FINANCIACIÓN
403,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,15/1/2024,13:00,VIVIENDA/ALOJAMIENTO,CASA/VILLA,ZONA 5,12D06,12D06C07,12D06C07S01,ZONA 5,BUENA FE,LA NUEVA UNION,LA NUEVA UNION 1,12,1211,121150,LOS RIOS,VALENCIA,VALENCIA,TERRORISMO Y SU FINANCIACIÓN
404,05.02.013,ARMA DE FUEGO,PISTOLAS,1,OTRO,AUTOMÁTICO,INCAUTADA,IMPORTADA,15/1/2024,10:00,VIVIENDA/ALOJAMIENTO,CASA/VILLA,ZONA 4,13D02,13D02C10,13D02C10S04,ZONA 4,MANTA,CUBA,CUBA 4,13,1308,130850,MANABI,MANTA,MANTA,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
405,05.02.013,ARMA DE FUEGO,PISTOLAS,1,.38,TIRO A TIRO,RETENIDO,ARTESANAL,13/1/2024,8:00,CENTROS DE DIVERSIÓN,NIGHT CLUB,ZONA 7,11D03,11D03C01,11D03C01S01,ZONA 7,CATACOCHA,CATACOCHA,CATACOCHA 1,11,1109,110950,LOJA,PALTAS,CATACOCHA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
406,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,APREHENDIDO,IMPORTADA,15/1/2024,17:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 1,08D03,08D03C05,08D03C05S01,ZONA 1,ATACAMES,ATACAMES,ATACAMES 1,8,806,80650,ESMERALDAS,ATACAMES,ATACAMES,DELITOS CONTRA LA SEGURIDAD PÚBLICA
407,05.02.013,ARMA DE FUEGO,PISTOLAS,1,.22,TIRO A TIRO,APREHENDIDO,IMPORTADA,15/1/2024,12:30,VIVIENDA/ALOJAMIENTO,CASA/VILLA,ZONA 8,09D03,09D03C04,09D03C04S03,ZONA 8,9 DE OCTUBRE,GARAY,GARAY 3,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
408,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SE DESCONOCE,APREHENDIDO,IMPORTADA,15/1/2024,11:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 8,09D01,09D01C02,09D01C02S01,ZONA 8,SUR,UNION DE BANANEROS,UNION DE BANANEROS 1,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA EL DERECHO A LA PROPIEDAD
409,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,SE DESCONOCE,APREHENDIDO,ARTESANAL,15/1/2024,16:00,VIVIENDA/ALOJAMIENTO,FINCA,ZONA 5,12D06,12D06C09,12D06C09S01,ZONA 5,BUENA FE,EL VERGEL SUR,EL VERGEL SUR 1,12,1211,121150,LOS RIOS,VALENCIA,VALENCIA,DELITOS CONTRA EL DERECHO A LA PROPIEDAD
410,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,DECOMISO,ARTESANAL,15/1/2024,22:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 9,17D06,17D06C05,17D06C05S04,ZONA 9,ELOY ALFARO,ARGELIA,ARGELIA 4,17,1701,170150,PICHINCHA,QUITO,QUITO,DELITOS CONTRA LA SEGURIDAD PÚBLICA
411,05.02.013,ARMA DE FUEGO,PISTOLAS,1,OTRO,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,15/1/2024,17:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 8,09D03,09D03C06,09D03C06S03,ZONA 8,9 DE OCTUBRE,ANTEPARA,ANTEPARA  3,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
412,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,15/1/2024,17:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 8,09D03,09D03C06,09D03C06S03,ZONA 8,9 DE OCTUBRE,ANTEPARA,ANTEPARA  3,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
413,05.02.013,ARMA DE FUEGO,PISTOLAS,1,OTRO,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,15/1/2024,17:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 8,09D03,09D03C06,09D03C06S03,ZONA 8,9 DE OCTUBRE,ANTEPARA,ANTEPARA  3,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
414,05.02.013,ARMA DE FUEGO,PISTOLAS,1,OTRO,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,15/1/2024,17:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 8,09D03,09D03C06,09D03C06S03,ZONA 8,9 DE OCTUBRE,ANTEPARA,ANTEPARA  3,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
415,05.02.013,ARMA DE FUEGO,PISTOLAS,1,OTRO,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,15/1/2024,17:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 8,09D03,09D03C06,09D03C06S03,ZONA 8,9 DE OCTUBRE,ANTEPARA,ANTEPARA  3,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
416,05.02.004,ARMA DE FUEGO,CARABINAS,1,OTRO,TIRO A TIRO,APREHENDIDO,ARTESANAL,15/1/2024,18:30,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,21D04,21D04C05,21D04C05S01,ZONA 1,SHUSHUFINDI,LIMONCOCHA,LIMONCOCHA 1,21,2104,210453,SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
417,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,RETENIDO,IMPORTADA,15/1/2024,23:45,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 8,09D06,09D06C02,09D06C02S01,ZONA 8,FLORIDA,MARTHA DE ROLDOS,MARTHA DE ROLDOS 1,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
418,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,RETENIDO,IMPORTADA,16/1/2024,2:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 5,12D03,12D03C07,12D03C07S01,ZONA 5,QUEVEDO,7 DE OCTUBRE,7 DE OCTUBRE 1,12,1205,120550,LOS RIOS,QUEVEDO,QUEVEDO,DELITOS CONTRA LA SEGURIDAD PÚBLICA
419,05.02.011,ARMA DE FUEGO,OTROS ARMAS CORTAS,1,9 mm,TIRO A TIRO,APREHENDIDO,IMPORTADA,15/1/2024,13:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 6,01D02,01D02C14,01D02C14S01,ZONA 6,CUENCA SUR,TURI,TURI 1,1,101,10169,AZUAY,CUENCA,TURI,DELITOS CONTRA LA SEGURIDAD PÚBLICA
420,05.02.008,ARMA DE FUEGO,FUSILES,1,223(5.56 mm),AUTOMÁTICO,APREHENDIDO,IMPORTADA,15/1/2024,13:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 6,01D02,01D02C14,01D02C14S01,ZONA 6,CUENCA SUR,TURI,TURI 1,1,101,10169,AZUAY,CUENCA,TURI,DELITOS CONTRA LA SEGURIDAD PÚBLICA
421,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,RETENIDO,IMPORTADA,15/1/2024,23:45,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 8,09D06,09D06C02,09D06C02S01,ZONA 8,FLORIDA,MARTHA DE ROLDOS,MARTHA DE ROLDOS 1,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
422,05.02.011,ARMA DE FUEGO,OTROS ARMAS CORTAS,1,.32,TIRO A TIRO,APREHENDIDO,IMPORTADA,16/1/2024,0:40,VIVIENDA/ALOJAMIENTO,CASA/VILLA,ZONA 5,24D02,24D02C02,24D02C02S02,ZONA 5,LIBERTAD SALINAS,VIRGEN DEL CARMEN,VIRGEN DEL CARMEN 2,24,2402,240250,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,DELITOS CONTRA LA SEGURIDAD PÚBLICA
423,05.15.001,ARMAS DE FOGUEO,PISTOLA,1,9 mm,SE DESCONOCE,RETENIDO,IMPORTADA,15/1/2024,21:15,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 9,17D07,17D07C05,17D07C05S03,ZONA 9,QUITUMBE,TURUBAMBA,TURUBAMBA 3,17,1701,170150,PICHINCHA,QUITO,QUITO,DELITOS CONTRA EL DERECHO A LA PROPIEDAD
424,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,APREHENDIDO,ARTESANAL,15/1/2024,21:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 8,09D07,09D07C06,09D07C06S03,ZONA 8,PASCUALES,PASCUALES,PASCUALES 3,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
425,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,APREHENDIDO,ARTESANAL,15/1/2024,21:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 8,09D07,09D07C06,09D07C06S03,ZONA 8,PASCUALES,PASCUALES,PASCUALES 3,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
426,05.02.012,ARMA DE FUEGO,OTROS ARMAS LARGAS,1,OTRO,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,16/1/2024,3:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 1,08D03,08D03C05,08D03C05S01,ZONA 1,ATACAMES,ATACAMES,ATACAMES 1,8,806,80650,ESMERALDAS,ATACAMES,ATACAMES,TERRORISMO Y SU FINANCIACIÓN
427,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,APREHENDIDO,ARTESANAL,16/1/2024,3:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 1,08D03,08D03C05,08D03C05S01,ZONA 1,ATACAMES,ATACAMES,ATACAMES 1,8,806,80650,ESMERALDAS,ATACAMES,ATACAMES,TERRORISMO Y SU FINANCIACIÓN
428,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,APREHENDIDO,ARTESANAL,16/1/2024,3:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 1,08D03,08D03C05,08D03C05S01,ZONA 1,ATACAMES,ATACAMES,ATACAMES 1,8,806,80650,ESMERALDAS,ATACAMES,ATACAMES,TERRORISMO Y SU FINANCIACIÓN
429,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,APREHENDIDO,IMPORTADA,16/1/2024,3:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 1,08D03,08D03C05,08D03C05S01,ZONA 1,ATACAMES,ATACAMES,ATACAMES 1,8,806,80650,ESMERALDAS,ATACAMES,ATACAMES,TERRORISMO Y SU FINANCIACIÓN
430,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,SE DESCONOCE,RETENIDO,ARTESANAL,15/1/2024,16:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,08D04,08D04C04,08D04C04S01,ZONA 1,QUININDE,LA SEXTA,LA SEXTA 1,8,804,80450,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
431,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,ABANDONADO,ARTESANAL,16/1/2024,8:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 5,12D03,12D03C11,12D03C11S01,ZONA 5,QUEVEDO,MOCACHE,MOCACHE 1,12,1212,121250,LOS RIOS,MOCACHE,MOCACHE,DELITOS CONTRA LA SEGURIDAD PÚBLICA
432,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,APREHENDIDO,ARTESANAL,16/1/2024,6:10,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 2,22D02,22D02C05,22D02C05S04,ZONA 2,ORELLANA LORETO,COCA OCCIDENTE,COCA OCCIDENTE 4,22,2201,220150,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),DELITOS CONTRA LA SEGURIDAD PÚBLICA
433,05.15.001,ARMAS DE FOGUEO,PISTOLA,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,ARTESANAL,16/1/2024,9:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 1,21D02,21D02C01,21D02C01S01,ZONA 1,LAGO AGRIO,NUEVO SUCUMBIOS,NUEVO SUCUMBIOS 1,21,2101,210150,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,DELITOS CONTRA EL DERECHO A LA PROPIEDAD
434,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.22,TIRO A TIRO,ABANDONADO,IMPORTADA,16/1/2024,13:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 3,06D01,06D01C05,06D01C05S01,ZONA 3,RIOBAMBA,CAMINOS AL SOL,CAMINOS AL SOL 1,6,601,60150,CHIMBORAZO,RIOBAMBA,RIOBAMBA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
435,05.02.017,ARMA DE FUEGO,SUBAMETRALLADORA,1,9 mm,AUTOMÁTICO,APREHENDIDO,ARTESANAL,16/1/2024,11:00,ÁREAS DE ACCESO PUBLICO,MUELLE,ZONA 7,07D02,07D02C19,07D02C19S01,ZONA 7,MACHALA,SIMON BOLIVAR,SIMON BOLIVAR 1,7,701,70150,EL ORO,MACHALA,MACHALA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
436,05.02.017,ARMA DE FUEGO,SUBAMETRALLADORA,1,9 mm,AUTOMÁTICO,APREHENDIDO,ARTESANAL,16/1/2024,11:00,ÁREAS DE ACCESO PUBLICO,MUELLE,ZONA 7,07D02,07D02C19,07D02C19S01,ZONA 7,MACHALA,SIMON BOLIVAR,SIMON BOLIVAR 1,7,701,70150,EL ORO,MACHALA,MACHALA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
437,05.02.006,ARMA DE FUEGO,CARTUCHERAS,1,OTRO,SE DESCONOCE,ENCONTRADA,ARTESANAL,15/1/2024,18:30,ÁREAS DE ACCESO PUBLICO,TERRENO BALDÍO,ZONA 4,13D12,13D12C01,13D12C01S02,ZONA 4,ROCAFUERTE,ROCAFUERTE,ROCAFUERTE 2,13,1312,131250,MANABI,ROCAFUERTE,ROCAFUERTE,DELITOS CONTRA LA SEGURIDAD PÚBLICA
438,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SE DESCONOCE,APREHENDIDO,IMPORTADA,16/1/2024,12:00,VIVIENDA/ALOJAMIENTO,CASA/VILLA,ZONA 8,09D06,09D06C04,09D06C04S06,ZONA 8,FLORIDA,JUAN MONTALVO,JUAN MONTALVO 6,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
439,05.02.013,ARMA DE FUEGO,PISTOLAS,1,OTRO,SE DESCONOCE,APREHENDIDO,ARTESANAL,16/1/2024,11:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 4,13D02,13D02C17,13D02C17S02,ZONA 4,MANTA,LA FABRIL,LA FABRIL 2,13,1309,130950,MANABI,MONTECRISTI,MONTECRISTI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD
440,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,DECOMISO,ARTESANAL,16/1/2024,11:30,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 5,12D03,12D03C03,12D03C03S01,ZONA 5,QUEVEDO,LA VALDRAMINA,LA VALDRAMINA 1,12,1205,120550,LOS RIOS,QUEVEDO,QUEVEDO,DELITOS CONTRA LA SEGURIDAD PÚBLICA
441,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,INCAUTADA,ARTESANAL,16/1/2024,12:15,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 8,09D24,09D24C05,09D24C05S08,ZONA 8,DURAN,RECREO,RECREO 8,9,907,90750,GUAYAS,DURAN,ELOY ALFARO (DURAN),DELITOS CONTRA LA SEGURIDAD PÚBLICA
442,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,SE DESCONOCE,APREHENDIDO,ARTESANAL,15/1/2024,9:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 5,24D01,24D01C01,24D01C01S01,ZONA 5,SANTA ELENA,CHANDUY,CHANDUY 1,24,2401,240153,SANTA ELENA,SANTA ELENA,CHANDUY,DELITOS CONTRA LA SEGURIDAD PÚBLICA
443,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,TIRO A TIRO,APREHENDIDO,IMPORTADA,15/1/2024,13:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 6,01D02,01D02C14,01D02C14S01,ZONA 6,CUENCA SUR,TURI,TURI 1,1,101,10169,AZUAY,CUENCA,TURI,DELITOS CONTRA LA SEGURIDAD PÚBLICA
444,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,TIRO A TIRO,APREHENDIDO,IMPORTADA,15/1/2024,13:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 6,01D02,01D02C14,01D02C14S01,ZONA 6,CUENCA SUR,TURI,TURI 1,1,101,10169,AZUAY,CUENCA,TURI,DELITOS CONTRA LA SEGURIDAD PÚBLICA
445,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,TIRO A TIRO,APREHENDIDO,IMPORTADA,15/1/2024,13:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 6,01D02,01D02C14,01D02C14S01,ZONA 6,CUENCA SUR,TURI,TURI 1,1,101,10169,AZUAY,CUENCA,TURI,DELITOS CONTRA LA SEGURIDAD PÚBLICA
446,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,TIRO A TIRO,APREHENDIDO,IMPORTADA,15/1/2024,13:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 6,01D02,01D02C14,01D02C14S01,ZONA 6,CUENCA SUR,TURI,TURI 1,1,101,10169,AZUAY,CUENCA,TURI,DELITOS CONTRA LA SEGURIDAD PÚBLICA
447,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,TIRO A TIRO,APREHENDIDO,IMPORTADA,15/1/2024,13:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 6,01D02,01D02C14,01D02C14S01,ZONA 6,CUENCA SUR,TURI,TURI 1,1,101,10169,AZUAY,CUENCA,TURI,DELITOS CONTRA LA SEGURIDAD PÚBLICA
448,05.02.011,ARMA DE FUEGO,OTROS ARMAS CORTAS,1,9 mm,TIRO A TIRO,APREHENDIDO,IMPORTADA,15/1/2024,13:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 6,01D02,01D02C14,01D02C14S01,ZONA 6,CUENCA SUR,TURI,TURI 1,1,101,10169,AZUAY,CUENCA,TURI,DELITOS CONTRA LA SEGURIDAD PÚBLICA
449,05.02.008,ARMA DE FUEGO,FUSILES,1,223(5.56 mm),SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,15/1/2024,13:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 6,01D02,01D02C14,01D02C14S01,ZONA 6,CUENCA SUR,TURI,TURI 1,1,101,10169,AZUAY,CUENCA,TURI,DELITOS CONTRA LA SEGURIDAD PÚBLICA
