Town,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Additional Dose 1 Received Count,Additional Dose 1 Received Percent,Date Updated
Roxbury,No,2152,1692,78.62,1569,72.91,,,09/08/2021
Salem,No,4083,2683,65.71,2513,61.55,,,09/08/2021
Salisbury,No,3600,3233,89.81,3035,84.31,,,09/08/2021
Scotland,No,1672,914,54.67,867,51.85,,,09/08/2021
Seymour,No,16437,10740,65.34,9930,60.41,,,09/08/2021
Sharon,No,2689,1823,67.79,1687,62.74,,,09/08/2021
Shelton,No,41129,28367,68.97,26547,64.55,,,09/08/2021
Sherman,No,3630,2311,63.66,2172,59.83,,,09/08/2021
Simsbury,No,25395,19039,74.97,18097,71.26,,,09/08/2021
Somers,No,10784,6430,59.63,6055,56.15,,,09/08/2021
South Windsor,No,26162,19775,75.59,18835,71.99,,,09/08/2021
Southbury,No,19571,14441,73.79,13695,69.98,,,09/08/2021
Southington,No,43834,31056,70.85,29488,67.27,,,09/08/2021
Sprague,No,2859,1603,56.07,1489,52.08,,,09/08/2021
Stafford,No,11893,6508,54.72,6107,51.35,,,09/08/2021
Stamford,Yes,129638,98473,75.96,87742,67.68,,,09/08/2021
Sterling,No,3782,1731,45.77,1595,42.17,,,09/08/2021
Stonington,No,18559,12911,69.57,12336,66.47,,,09/08/2021
Stratford,No,51849,33769,65.13,31159,60.1,,,09/08/2021
Suffield,No,15814,10294,65.09,9624,60.86,,,09/08/2021
Thomaston,No,7535,4918,65.27,4616,61.26,,,09/08/2021
Thompson,No,9379,4335,46.22,4063,43.32,,,09/08/2021
Tolland,No,14618,10327,70.65,9845,67.35,,,09/08/2021
Torrington,Yes,34044,22332,65.6,20668,60.71,,,09/08/2021
Trumbull,No,35673,26979,75.63,25355,71.08,,,09/08/2021
Union,No,839,510,60.79,482,57.45,,,09/08/2021
Vernon,Yes,29359,20210,68.84,18954,64.56,,,09/08/2021
Voluntown,No,2510,1488,59.28,1413,56.29,,,09/08/2021
Wallingford,No,44326,32241,72.74,30552,68.93,,,09/08/2021
Warren,No,1395,969,69.46,911,65.3,,,09/08/2021
Washington,No,3428,2754,80.34,2535,73.95,,,09/08/2021
Waterbury,Yes,107568,60515,56.26,53191,49.45,,,09/08/2021
Waterford,Yes,18746,13730,73.24,13017,69.44,,,09/08/2021
Watertown,No,21578,14786,68.52,13830,64.09,,,09/08/2021
West Hartford,Yes,62965,49790,79.08,46869,74.44,,,09/08/2021
West Haven,Yes,54620,35018,64.11,32249,59.04,,,09/08/2021
Westbrook,No,6869,5105,74.32,4775,69.52,,,09/08/2021
Weston,No,10252,7720,75.3,7255,70.77,,,09/08/2021
Westport,No,28491,21217,74.47,19760,69.36,,,09/08/2021
Wethersfield,No,26008,20035,77.03,18945,72.84,,,09/08/2021
Willington,No,5864,3500,59.69,3304,56.34,,,09/08/2021
Wilton,No,18343,14274,77.82,13390,73,,,09/08/2021
Winchester,Yes,10604,6293,59.35,5818,54.87,,,09/08/2021
Windham,Yes,24561,13522,55.05,12421,50.57,,,09/08/2021
Windsor,No,28733,20644,71.85,19210,66.86,,,09/08/2021
Windsor Locks,Yes,12854,8270,64.34,7723,60.08,,,09/08/2021
Wolcott,No,16587,10735,64.72,9975,60.14,,,09/08/2021
Woodbridge,No,8750,6831,78.07,6482,74.08,,,09/08/2021
Woodbury,No,9502,6681,70.31,6344,66.76,,,09/08/2021
Woodstock,No,7858,4922,62.64,4591,58.42,,,09/08/2021
Address pending validation,,,16190,,14799,,,,09/15/2021
Andover,No,3236,2170,67.06,2080,64.28,,,09/15/2021
Ansonia,Yes,18654,10961,58.76,9935,53.26,,,09/15/2021
Ashford,No,4255,2694,63.31,2564,60.26,,,09/15/2021
Avon,No,18276,14848,81.24,14107,77.19,,,09/15/2021
Barkhamsted,No,3606,2475,68.64,2352,65.22,,,09/15/2021
Beacon Falls,No,6222,3998,64.26,3775,60.67,,,09/15/2021
Berlin,No,20436,14232,69.64,13584,66.47,,,09/15/2021
Bethany,No,5548,3859,69.56,3699,66.67,,,09/15/2021
Bethel,No,19800,12946,65.38,12027,60.74,,,09/15/2021
Bethlehem,No,3402,2190,64.37,2069,60.82,,,09/15/2021
Bloomfield,No,21211,15441,72.8,14167,66.79,,,09/15/2021
Bolton,No,4884,3386,69.33,3224,66.01,,,09/15/2021
Bozrah,No,2726,1598,58.62,1530,56.13,,,09/15/2021
Branford,No,27900,20809,74.58,19803,70.98,,,09/15/2021
Bridgeport,Yes,144399,83464,57.8,73053,50.59,,,09/15/2021
Bridgewater,No,1635,1255,76.76,1192,72.91,,,09/15/2021
Bristol,Yes,59947,39779,66.36,37005,61.73,,,09/15/2021
Brookfield,No,16973,12299,72.46,11592,68.3,,,09/15/2021
Brooklyn,No,8272,4755,57.48,4392,53.09,,,09/15/2021
Burlington,No,9704,6776,69.83,6459,66.56,,,09/15/2021
Canaan,No,1053,1125,100,1051,99.81,,,09/15/2021
Canterbury,No,5079,2929,57.67,2776,54.66,,,09/15/2021
Canton,No,10254,7346,71.64,7007,68.33,,,09/15/2021
Chaplin,No,2239,1321,59,1247,55.69,,,09/15/2021
Cheshire,No,28937,21654,74.83,20643,71.34,,,09/15/2021
Chester,No,4213,2989,70.95,2855,67.77,,,09/15/2021
Clinton,No,12925,9841,76.14,9302,71.97,,,09/15/2021
Colchester,No,15809,10850,68.63,10283,65.05,,,09/15/2021
Colebrook,No,1400,985,70.36,926,66.14,,,09/15/2021
Columbia,No,5379,3614,67.19,3455,64.23,,,09/15/2021
Cornwall,No,1362,1121,82.31,1050,77.09,,,09/15/2021
Coventry,No,12407,8264,66.61,7894,63.63,,,09/15/2021
Cromwell,No,13839,10750,77.68,10173,73.51,,,09/15/2021
Danbury,Yes,84694,59524,70.28,53004,62.58,,,09/15/2021
Darien,No,21728,16688,76.8,15435,71.04,,,09/15/2021
Deep River,No,4443,3334,75.04,3139,70.65,,,09/15/2021
Derby,Yes,12339,9570,77.56,8354,67.7,,,09/15/2021
Durham,No,7165,5215,72.78,4972,69.39,,,09/15/2021
East Granby,No,5140,3663,71.26,3490,67.9,,,09/15/2021
East Haddam,No,8997,6099,67.79,5486,60.98,,,09/15/2021
East Hampton,No,12800,8671,67.74,8226,64.27,,,09/15/2021
East Hartford,Yes,49872,33317,66.81,30037,60.23,,,09/15/2021
East Haven,Yes,28569,17946,62.82,16699,58.45,,,09/15/2021
East Lyme,No,18462,13759,74.53,13065,70.77,,,09/15/2021
East Windsor,No,11668,7240,62.05,6711,57.52,,,09/15/2021
Eastford,No,1790,1041,58.16,979,54.69,,,09/15/2021
Easton,No,7521,5439,72.32,5125,68.14,,,09/15/2021
Ellington,No,16467,10986,66.72,10350,62.85,,,09/15/2021
Enfield,Yes,43659,25848,59.2,24146,55.31,,,09/15/2021
Essex,No,6668,5279,79.17,5003,75.03,,,09/15/2021
Fairfield,No,62045,43951,70.84,41384,66.7,,,09/15/2021
Farmington,No,25497,20548,80.59,19516,76.54,,,09/15/2021
Franklin,No,1920,1247,64.95,1175,61.2,,,09/15/2021
Glastonbury,No,34482,26795,77.71,25483,73.9,,,09/15/2021
Goshen,No,2863,2013,70.31,1895,66.19,,,09/15/2021
Granby,No,11507,7899,68.65,7523,65.38,,,09/15/2021
Greenwich,No,62840,44949,71.53,41497,66.04,,,09/15/2021
Griswold,Yes,11534,6374,55.26,5990,51.93,,,09/15/2021
Groton,Yes,38436,22394,58.26,21008,54.66,,,09/15/2021
Guilford,No,22133,17247,77.92,16471,74.42,,,09/15/2021
Haddam,No,8193,6253,76.32,5904,72.06,,,09/15/2021
Hamden,No,60556,40086,66.2,37595,62.08,,,09/15/2021
Hampton,No,1842,1113,60.42,1050,57,,,09/15/2021
Hartford,Yes,122105,64347,52.7,55947,45.82,,,09/15/2021
Hartland,No,2120,1239,58.44,1168,55.09,,,09/15/2021
Harwinton,No,5420,3643,67.21,3475,64.11,,,09/15/2021
Hebron,No,9504,6657,70.04,6335,66.66,,,09/15/2021
Kent,No,2777,2354,84.77,2153,77.53,,,09/15/2021
Killingly,Yes,17336,9418,54.33,8796,50.74,,,09/15/2021
Killingworth,No,6364,4624,72.66,4395,69.06,,,09/15/2021
Lebanon,No,7144,4631,64.82,4404,61.65,,,09/15/2021
Ledyard,No,14621,9433,64.52,8949,61.21,,,09/15/2021
Lisbon,No,4220,2628,62.27,2475,58.65,,,09/15/2021
Litchfield,No,8094,5829,72.02,5442,67.23,,,09/15/2021
Lyme,No,2316,1963,84.76,1874,80.92,,,09/15/2021
Madison,No,18030,14249,79.03,13597,75.41,,,09/15/2021
Manchester,Yes,57584,38412,66.71,35563,61.76,,,09/15/2021
Mansfield,No,25487,9516,37.34,8973,35.21,,,09/15/2021
Marlborough,No,6335,4461,70.42,4258,67.21,,,09/15/2021
Meriden,Yes,59395,38922,65.53,35658,60.04,,,09/15/2021
Middlebury,No,7798,5695,73.03,5376,68.94,,,09/15/2021
Middlefield,No,4374,3066,70.1,2917,66.69,,,09/15/2021
Middletown,Yes,46258,33609,72.66,31298,67.66,,,09/15/2021
Milford,Yes,54747,37949,69.32,36108,65.95,,,09/15/2021
Monroe,No,19434,13713,70.56,12950,66.64,,,09/15/2021
Montville,Yes,18508,11166,60.33,10488,56.67,,,09/15/2021
Morris,No,2254,1502,66.64,1394,61.85,,,09/15/2021
Naugatuck,No,31108,19408,62.39,17822,57.29,,,09/15/2021
New Britain,Yes,72495,39420,54.38,35734,49.29,,,09/15/2021
New Canaan,No,20233,15906,78.61,14540,71.86,,,09/15/2021
New Fairfield,No,13878,9131,65.79,8544,61.57,,,09/15/2021
New Hartford,No,6656,4503,67.65,4262,64.03,,,09/15/2021
New Haven,Yes,130250,79072,60.71,71635,55,,,09/15/2021
New London,Yes,26858,16096,59.93,14596,54.35,,,09/15/2021
New Milford,No,26805,19325,72.09,18015,67.21,,,09/15/2021
Newington,No,30014,21969,73.2,20827,69.39,,,09/15/2021
Newtown,No,27891,20047,71.88,18936,67.89,,,09/15/2021
Norfolk,No,1630,1082,66.38,1020,62.58,,,09/15/2021
North Branford,No,14146,10406,73.56,9892,69.93,,,09/15/2021
North Canaan,No,3251,1894,58.26,1757,54.04,,,09/15/2021
North Haven,No,23683,19169,80.94,18232,76.98,,,09/15/2021
North Stonington,No,5196,3041,58.53,2926,56.31,,,09/15/2021
Norwalk,Yes,88816,65307,73.53,59293,66.76,,,09/15/2021
Norwich,Yes,38768,23311,60.13,21599,55.71,,,09/15/2021
Old Lyme,No,7306,5616,76.87,5361,73.38,,,09/15/2021
Old Saybrook,No,10061,8498,84.46,8051,80.02,,,09/15/2021
Orange,Yes,13926,10247,73.58,9746,69.98,,,09/15/2021
Oxford,No,13255,8937,67.42,8446,63.72,,,09/15/2021
Plainfield,Yes,15125,8108,53.61,7575,50.08,,,09/15/2021
Plainville,No,17534,11591,66.11,10890,62.11,,,09/15/2021
Plymouth,No,11598,6701,57.78,6290,54.23,,,09/15/2021
Pomfret,No,4203,2754,65.52,2537,60.36,,,09/15/2021
Portland,No,9267,6708,72.39,6351,68.53,,,09/15/2021
Preston,No,4625,2951,63.81,2820,60.97,,,09/15/2021
Prospect,No,9702,6465,66.64,6132,63.2,,,09/15/2021
Putnam,No,9389,5181,55.18,4861,51.77,,,09/15/2021
Redding,No,9116,6097,66.88,5771,63.31,,,09/15/2021
Resident out of state,,,80662,,62500,,,,09/15/2021
Ridgefield,No,24959,18461,73.97,17469,69.99,,,09/15/2021
Rocky Hill,No,20115,14891,74.03,14137,70.28,,,09/15/2021
Roxbury,No,2152,1703,79.14,1578,73.33,,,09/15/2021
Salem,No,4083,2702,66.18,2538,62.16,,,09/15/2021
Salisbury,No,3600,3260,90.56,3043,84.53,,,09/15/2021
Scotland,No,1672,923,55.2,878,52.51,,,09/15/2021
Seymour,No,16437,10809,65.76,10031,61.03,,,09/15/2021
Sharon,No,2689,1824,67.83,1698,63.15,,,09/15/2021
Shelton,No,41129,28568,69.46,26773,65.1,,,09/15/2021
Sherman,No,3630,2321,63.94,2178,60,,,09/15/2021
Simsbury,No,25395,19098,75.2,18176,71.57,,,09/15/2021
Somers,No,10784,6457,59.88,6085,56.43,,,09/15/2021
South Windsor,No,26162,19862,75.92,18924,72.33,,,09/15/2021
Southbury,No,19571,14496,74.07,13758,70.3,,,09/15/2021
Southington,No,43834,31225,71.23,29678,67.71,,,09/15/2021
Sprague,No,2859,1616,56.52,1514,52.96,,,09/15/2021
Stafford,No,11893,6552,55.09,6133,51.57,,,09/15/2021
Stamford,Yes,129638,99261,76.57,88596,68.34,,,09/15/2021
Sterling,No,3782,1753,46.35,1617,42.76,,,09/15/2021
Stonington,No,18559,12948,69.77,12378,66.7,,,09/15/2021
Stratford,No,51849,34066,65.7,31538,60.83,,,09/15/2021
Suffield,No,15814,10374,65.6,9674,61.17,,,09/15/2021
Thomaston,No,7535,4957,65.79,4677,62.07,,,09/15/2021
Thompson,No,9379,4367,46.56,4096,43.67,,,09/15/2021
Tolland,No,14618,10408,71.2,9939,67.99,,,09/15/2021
Torrington,Yes,34044,22487,66.05,20898,61.39,,,09/15/2021
Trumbull,No,35673,27085,75.93,25514,71.52,,,09/15/2021
Union,No,839,512,61.03,484,57.69,,,09/15/2021
Vernon,Yes,29359,20327,69.24,19078,64.98,,,09/15/2021
Voluntown,No,2510,1495,59.56,1425,56.77,,,09/15/2021
Wallingford,No,44326,32394,73.08,30752,69.38,,,09/15/2021
Warren,No,1395,977,70.04,914,65.52,,,09/15/2021
Washington,No,3428,2759,80.48,2545,74.24,,,09/15/2021
Waterbury,Yes,107568,61339,57.02,54194,50.38,,,09/15/2021
Waterford,Yes,18746,13790,73.56,13100,69.88,,,09/15/2021
Watertown,No,21578,14872,68.92,13969,64.74,,,09/15/2021
West Hartford,Yes,62965,50012,79.43,47119,74.83,,,09/15/2021
West Haven,Yes,54620,35278,64.59,32662,59.8,,,09/15/2021
Westbrook,No,6869,5130,74.68,4807,69.98,,,09/15/2021
Weston,No,10252,7748,75.58,7293,71.14,,,09/15/2021
Westport,No,28491,21285,74.71,19824,69.58,,,09/15/2021
Wethersfield,No,26008,20121,77.36,19079,73.36,,,09/15/2021
Willington,No,5864,3514,59.92,3319,56.6,,,09/15/2021
Wilton,No,18343,14315,78.04,13450,73.32,,,09/15/2021
Winchester,Yes,10604,6342,59.81,5874,55.39,,,09/15/2021
Windham,Yes,24561,13669,55.65,12585,51.24,,,09/15/2021
Windsor,No,28733,20773,72.3,19337,67.3,,,09/15/2021
Windsor Locks,Yes,12854,8316,64.7,7805,60.72,,,09/15/2021
Wolcott,No,16587,10856,65.45,10222,61.63,,,09/15/2021
Woodbridge,No,8750,6844,78.22,6512,74.42,,,09/15/2021
Woodbury,No,9502,6715,70.67,6380,67.14,,,09/15/2021
Woodstock,No,7858,4956,63.07,4655,59.24,,,09/15/2021
Address pending validation,,,15398,,14016,,,,09/22/2021
Andover,No,3236,2187,67.58,2093,64.68,,,09/22/2021
Ansonia,Yes,18654,11046,59.22,10079,54.03,,,09/22/2021
Ashford,No,4255,2712,63.74,2573,60.47,,,09/22/2021
Avon,No,18276,14890,81.47,14148,77.41,,,09/22/2021
Barkhamsted,No,3606,2493,69.13,2375,65.86,,,09/22/2021
Beacon Falls,No,6222,4022,64.64,3808,61.2,,,09/22/2021
Berlin,No,20436,14314,70.04,13679,66.94,,,09/22/2021
Bethany,No,5548,3868,69.72,3713,66.93,,,09/22/2021
Bethel,No,19800,13012,65.72,12118,61.2,,,09/22/2021
Bethlehem,No,3402,2194,64.49,2083,61.23,,,09/22/2021
Bloomfield,No,21211,15566,73.39,14309,67.46,,,09/22/2021
Bolton,No,4884,3403,69.68,3248,66.5,,,09/22/2021
Bozrah,No,2726,1616,59.28,1550,56.86,,,09/22/2021
Branford,No,27900,20913,74.96,19926,71.42,,,09/22/2021
Bridgeport,Yes,144399,84575,58.57,74508,51.6,,,09/22/2021
Bridgewater,No,1635,1260,77.06,1199,73.33,,,09/22/2021
Bristol,Yes,59947,40078,66.86,37394,62.38,,,09/22/2021
Brookfield,No,16973,12339,72.7,11672,68.77,,,09/22/2021
Brooklyn,No,8272,4788,57.88,4448,53.77,,,09/22/2021
Burlington,No,9704,6802,70.09,6499,66.97,,,09/22/2021
Canaan,No,1053,1135,100,1059,100,,,09/22/2021
Canterbury,No,5079,2962,58.32,2813,55.38,,,09/22/2021
Canton,No,10254,7373,71.9,7040,68.66,,,09/22/2021
Chaplin,No,2239,1335,59.62,1252,55.92,,,09/22/2021
Cheshire,No,28937,21721,75.06,20754,71.72,,,09/22/2021
Chester,No,4213,3006,71.35,2871,68.15,,,09/22/2021
Clinton,No,12925,9895,76.56,9361,72.43,,,09/22/2021
Colchester,No,15809,10952,69.28,10394,65.75,,,09/22/2021
Colebrook,No,1400,990,70.71,932,66.57,,,09/22/2021
Columbia,No,5379,3627,67.43,3481,64.71,,,09/22/2021
Cornwall,No,1362,1121,82.31,1051,77.17,,,09/22/2021
Coventry,No,12407,8306,66.95,7948,64.06,,,09/22/2021
Cromwell,No,13839,10806,78.08,10224,73.88,,,09/22/2021
Danbury,Yes,84694,59913,70.74,53551,63.23,,,09/22/2021
Darien,No,21728,16699,76.85,15466,71.18,,,09/22/2021
Deep River,No,4443,3346,75.31,3158,71.08,,,09/22/2021
Derby,Yes,12339,9641,78.13,8440,68.4,,,09/22/2021
Durham,No,7165,5235,73.06,4991,69.66,,,09/22/2021
East Granby,No,5140,3693,71.85,3510,68.29,,,09/22/2021
East Haddam,No,8997,6139,68.23,5524,61.4,,,09/22/2021
East Hampton,No,12800,8713,68.07,8295,64.8,,,09/22/2021
East Hartford,Yes,49872,33673,67.52,30414,60.98,,,09/22/2021
East Haven,Yes,28569,18065,63.23,16842,58.95,,,09/22/2021
East Lyme,No,18462,14124,76.5,13444,72.82,,,09/22/2021
East Windsor,No,11668,7277,62.37,6803,58.3,,,09/22/2021
Eastford,No,1790,1048,58.55,988,55.2,,,09/22/2021
Easton,No,7521,5468,72.7,5156,68.55,,,09/22/2021
Ellington,No,16467,11047,67.09,10412,63.23,,,09/22/2021
Enfield,Yes,43659,26009,59.57,24395,55.88,,,09/22/2021
Essex,No,6668,5303,79.53,5031,75.45,,,09/22/2021
Fairfield,No,62045,44064,71.02,41559,66.98,,,09/22/2021
Farmington,No,25497,20604,80.81,19575,76.77,,,09/22/2021
Franklin,No,1920,1255,65.36,1185,61.72,,,09/22/2021
Glastonbury,No,34482,26868,77.92,25595,74.23,,,09/22/2021
Goshen,No,2863,2024,70.7,1912,66.78,,,09/22/2021
Granby,No,11507,7921,68.84,7568,65.77,,,09/22/2021
Greenwich,No,62840,45070,71.72,41660,66.3,,,09/22/2021
Griswold,Yes,11534,6461,56.02,6092,52.82,,,09/22/2021
Groton,Yes,38436,22937,59.68,21553,56.08,,,09/22/2021
Guilford,No,22133,17301,78.17,16540,74.73,,,09/22/2021
Haddam,No,8193,6285,76.71,5943,72.54,,,09/22/2021
Hamden,No,60556,40296,66.54,37930,62.64,,,09/22/2021
Hampton,No,1842,1118,60.69,1056,57.33,,,09/22/2021
Hartford,Yes,122105,65202,53.4,56888,46.59,,,09/22/2021
Hartland,No,2120,1249,58.92,1178,55.57,,,09/22/2021
Harwinton,No,5420,3654,67.42,3496,64.5,,,09/22/2021
Hebron,No,9504,6695,70.44,6378,67.11,,,09/22/2021
Kent,No,2777,2353,84.73,2164,77.93,,,09/22/2021
Killingly,Yes,17336,9496,54.78,8881,51.23,,,09/22/2021
Killingworth,No,6364,4656,73.16,4441,69.78,,,09/22/2021
Lebanon,No,7144,4674,65.43,4442,62.18,,,09/22/2021
Ledyard,No,14621,9679,66.2,9196,62.9,,,09/22/2021
Lisbon,No,4220,2668,63.22,2526,59.86,,,09/22/2021
Litchfield,No,8094,5841,72.16,5470,67.58,,,09/22/2021
Lyme,No,2316,1988,85.84,1896,81.87,,,09/22/2021
Madison,No,18030,14308,79.36,13665,75.79,,,09/22/2021
Manchester,Yes,57584,38739,67.27,35928,62.39,,,09/22/2021
Mansfield,No,25487,9558,37.5,9017,35.38,,,09/22/2021
Marlborough,No,6335,4485,70.8,4286,67.66,,,09/22/2021
Meriden,Yes,59395,39213,66.02,36105,60.79,,,09/22/2021
Middlebury,No,7798,5710,73.22,5422,69.53,,,09/22/2021
Middlefield,No,4374,3083,70.48,2938,67.17,,,09/22/2021
Middletown,Yes,46258,33787,73.04,31544,68.19,,,09/22/2021
Milford,Yes,54747,38115,69.62,36348,66.39,,,09/22/2021
Monroe,No,19434,13766,70.83,13049,67.15,,,09/22/2021
Montville,Yes,18508,11349,61.32,10701,57.82,,,09/22/2021
Morris,No,2254,1507,66.86,1418,62.91,,,09/22/2021
Naugatuck,No,31108,19571,62.91,18046,58.01,,,09/22/2021
New Britain,Yes,72495,39899,55.04,36333,50.12,,,09/22/2021
New Canaan,No,20233,15942,78.79,14629,72.3,,,09/22/2021
New Fairfield,No,13878,9166,66.05,8631,62.19,,,09/22/2021
New Hartford,No,6656,4525,67.98,4301,64.62,,,09/22/2021
New Haven,Yes,130250,79751,61.23,72568,55.71,,,09/22/2021
New London,Yes,26858,16356,60.9,14876,55.39,,,09/22/2021
New Milford,No,26805,19427,72.48,18178,67.82,,,09/22/2021
Newington,No,30014,22076,73.55,20984,69.91,,,09/22/2021
Newtown,No,27891,20110,72.1,19042,68.27,,,09/22/2021
Norfolk,No,1630,1087,66.69,1023,62.76,,,09/22/2021
North Branford,No,14146,10455,73.91,9964,70.44,,,09/22/2021
North Canaan,No,3251,1904,58.57,1768,54.38,,,09/22/2021
North Haven,No,23683,19208,81.1,18333,77.41,,,09/22/2021
North Stonington,No,5196,3110,59.85,2993,57.6,,,09/22/2021
Norwalk,Yes,88816,65710,73.98,59832,67.37,,,09/22/2021
Norwich,Yes,38768,23573,60.81,21907,56.51,,,09/22/2021
Old Lyme,No,7306,5720,78.29,5469,74.86,,,09/22/2021
Old Saybrook,No,10061,8532,84.8,8105,80.56,,,09/22/2021
Orange,Yes,13926,10300,73.96,9813,70.47,,,09/22/2021
Oxford,No,13255,8982,67.76,8522,64.29,,,09/22/2021
Plainfield,Yes,15125,8184,54.11,7647,50.56,,,09/22/2021
Plainville,No,17534,11665,66.53,10975,62.59,,,09/22/2021
Plymouth,No,11598,6751,58.21,6359,54.83,,,09/22/2021
Pomfret,No,4203,2777,66.07,2556,60.81,,,09/22/2021
Portland,No,9267,6750,72.84,6401,69.07,,,09/22/2021
Preston,No,4625,2988,64.61,2864,61.92,,,09/22/2021
Prospect,No,9702,6495,66.94,6196,63.86,,,09/22/2021
Putnam,No,9389,5250,55.92,4896,52.15,,,09/22/2021
Redding,No,9116,6124,67.18,5802,63.65,,,09/22/2021
Resident out of state,,,82413,,63807,,,,09/22/2021
Ridgefield,No,24959,18494,74.1,17518,70.19,,,09/22/2021
Rocky Hill,No,20115,14932,74.23,14184,70.51,,,09/22/2021
Roxbury,No,2152,1708,79.37,1587,73.75,,,09/22/2021
Salem,No,4083,2779,68.06,2629,64.39,,,09/22/2021
Salisbury,No,3600,3269,90.81,3048,84.67,,,09/22/2021
Scotland,No,1672,938,56.1,886,52.99,,,09/22/2021
Seymour,No,16437,10876,66.17,10147,61.73,,,09/22/2021
Sharon,No,2689,1832,68.13,1708,63.52,,,09/22/2021
Shelton,No,41129,28724,69.84,26994,65.63,,,09/22/2021
Sherman,No,3630,2329,64.16,2186,60.22,,,09/22/2021
Simsbury,No,25395,19158,75.44,18237,71.81,,,09/22/2021
Somers,No,10784,6494,60.22,6123,56.78,,,09/22/2021
South Windsor,No,26162,19934,76.19,19038,72.77,,,09/22/2021
Southbury,No,19571,14533,74.26,13820,70.61,,,09/22/2021
Southington,No,43834,31350,71.52,29887,68.18,,,09/22/2021
Sprague,No,2859,1636,57.22,1540,53.86,,,09/22/2021
Stafford,No,11893,6601,55.5,6188,52.03,,,09/22/2021
Stamford,Yes,129638,99920,77.08,89455,69,,,09/22/2021
Sterling,No,3782,1775,46.93,1646,43.52,,,09/22/2021
Stonington,No,18559,13173,70.98,12603,67.91,,,09/22/2021
Stratford,No,51849,34983,67.47,32591,62.86,,,09/22/2021
Suffield,No,15814,10399,65.76,9715,61.43,,,09/22/2021
Thomaston,No,7535,4978,66.07,4723,62.68,,,09/22/2021
Thompson,No,9379,4407,46.99,4135,44.09,,,09/22/2021
Tolland,No,14618,10464,71.58,10007,68.46,,,09/22/2021
Torrington,Yes,34044,22664,66.57,21168,62.18,,,09/22/2021
Trumbull,No,35673,27202,76.25,25699,72.04,,,09/22/2021
Union,No,839,517,61.62,485,57.81,,,09/22/2021
Vernon,Yes,29359,20417,69.54,19255,65.58,,,09/22/2021
Voluntown,No,2510,1513,60.28,1449,57.73,,,09/22/2021
Wallingford,No,44326,32550,73.43,30965,69.86,,,09/22/2021
Warren,No,1395,978,70.11,917,65.73,,,09/22/2021
Washington,No,3428,2783,81.18,2557,74.59,,,09/22/2021
Waterbury,Yes,107568,62077,57.71,55274,51.39,,,09/22/2021
Waterford,Yes,18746,14047,74.93,13358,71.26,,,09/22/2021
Watertown,No,21578,14986,69.45,14129,65.48,,,09/22/2021
West Hartford,Yes,62965,50194,79.72,47341,75.19,,,09/22/2021
West Haven,Yes,54620,35537,65.06,33046,60.5,,,09/22/2021
Westbrook,No,6869,5167,75.22,4844,70.52,,,09/22/2021
Weston,No,10252,7772,75.81,7326,71.46,,,09/22/2021
Westport,No,28491,21344,74.91,19874,69.76,,,09/22/2021
Wethersfield,No,26008,20211,77.71,19228,73.93,,,09/22/2021
Willington,No,5864,3530,60.2,3335,56.87,,,09/22/2021
Wilton,No,18343,14359,78.28,13492,73.55,,,09/22/2021
Winchester,Yes,10604,6399,60.35,5955,56.16,,,09/22/2021
Windham,Yes,24561,13781,56.11,12738,51.86,,,09/22/2021
Windsor,No,28733,20962,72.95,19584,68.16,,,09/22/2021
Windsor Locks,Yes,12854,8358,65.02,7880,61.3,,,09/22/2021
Wolcott,No,16587,10916,65.81,10310,62.16,,,09/22/2021
Woodbridge,No,8750,6883,78.66,6548,74.83,,,09/22/2021
Woodbury,No,9502,6753,71.07,6422,67.59,,,09/22/2021
Woodstock,No,7858,4986,63.45,4696,59.76,,,09/22/2021
Address pending validation,,,15319,,13920,,,,09/29/2021
Andover,No,3236,2202,68.05,2109,65.17,,,09/29/2021
Ansonia,Yes,18654,11163,59.84,10196,54.66,,,09/29/2021
Ashford,No,4255,2732,64.21,2596,61.01,,,09/29/2021
Avon,No,18276,14930,81.69,14180,77.59,,,09/29/2021
Barkhamsted,No,3606,2502,69.38,2387,66.2,,,09/29/2021
Beacon Falls,No,6222,4044,65,3829,61.54,,,09/29/2021
Berlin,No,20436,14378,70.36,13754,67.3,,,09/29/2021
Bethany,No,5548,3896,70.22,3738,67.38,,,09/29/2021
Bethel,No,19800,13091,66.12,12183,61.53,,,09/29/2021
Bethlehem,No,3402,2207,64.87,2094,61.55,,,09/29/2021
Bloomfield,No,21211,15681,73.93,14411,67.94,,,09/29/2021
Bolton,No,4884,3415,69.92,3265,66.85,,,09/29/2021
Bozrah,No,2726,1625,59.61,1556,57.08,,,09/29/2021
Branford,No,27900,20987,75.22,19984,71.63,,,09/29/2021
Bridgeport,Yes,144399,85687,59.34,75656,52.39,,,09/29/2021
Bridgewater,No,1635,1269,77.61,1207,73.82,,,09/29/2021
Bristol,Yes,59947,40375,67.35,37631,62.77,,,09/29/2021
Brookfield,No,16973,12400,73.06,11736,69.15,,,09/29/2021
Brooklyn,No,8272,4836,58.46,4497,54.36,,,09/29/2021
Burlington,No,9704,6829,70.37,6528,67.27,,,09/29/2021
Canaan,No,1053,1142,100,1070,100,,,09/29/2021
